(1088;764) 
(2158;2130) 
(2139;2856) 
(629;517) 
(1972;2714) 
(4097;1107) 
(2466;2003) 
(1958;2224) 
(2563;2404) 
(800;928) 
(4090;1148) 
(4080;523) 
(2448;1850) 
(632;601) 
(534;966) 
(1861;2210) 
(3783;537) 
(4048;699) 
(2474;1978) 
(3621;776) 
(2442;2332) 
(3671;1118) 
(759;1067) 
(3707;1133) 
(1975;2676) 
(4308;563) 
(3682;557) 
(3618;510) 
(4127;910) 
(1980;2665) 
(2502;2532) 
(2619;2758) 
(2320;2660) 
(2428;2683) 
(943;1108) 
(3982;1022) 
(2293;2944) 
(798;834) 
(598;999) 
(2661;2290) 
(643;450) 
(2545;1846) 
(571;633) 
(2108;1940) 
(2861;2364) 
(4341;500) 
(2799;2388) 
(525;757) 
(4107;856) 
(3767;1177) 
(2086;2457) 
(871;716) 
(2300;2112) 
(1095;837) 
(2961;2217) 
(1954;2496) 
(1084;855) 
(3749;676) 
(4212;830) 
(1960;2438) 
(3646;519) 
(3938;540) 
(697;626) 
(2210;2689) 
(2387;2889) 
(2535;1952) 
(2043;2227) 
(3814;1194) 
(4246;596) 
(687;608) 
(3938;1013) 
(2223;2020) 
(774;589) 
(3684;624) 
(2454;2515) 
(678;728) 
(4430;1006) 
(955;805) 
(2408;2601) 
(2402;2080) 
(1905;2652) 
(414;754) 
(3572;640) 
(513;623) 
(2664;2032) 
(834;847) 
(1831;2395) 
(2905;2715) 
(3518;930) 
(846;548) 
(4344;559) 
(603;513) 
(2501;2692) 
(752;815) 
(2615;2674) 
(4085;1150) 
(4398;542) 
(470;1012) 
(3784;714) 
(3748;1117) 
(2100;2070) 
(3887;646) 
(3623;739) 
(455;895) 
(4235;525) 
(4119;1051) 
(2450;2390) 
(3627;515) 
(928;1108) 
(891;799) 
(4305;818) 
(1857;2563) 
(3586;681) 
(2869;2643) 
(1011;897) 
(3665;913) 
(2405;2597) 
(2379;2171) 
(2181;2329) 
(4013;654) 
(1182;816) 
(2220;2562) 
(3577;675) 
(558;663) 
(1904;2080) 
(917;882) 
(3996;1068) 
(1941;2576) 
(2364;2894) 
(2110;2359) 
(822;652) 
(3789;1248) 
(1940;2039) 
(2460;2610) 
(1013;1056) 
(1984;2001) 
(4289;1102) 
(939;789) 
(709;752) 
(3580;982) 
(4059;1202) 
(2739;2007) 
(3998;1089) 
(876;854) 
(3985;1093) 
(3623;514) 
(2546;2867) 
(719;1179) 
(2865;2634) 
(2375;2200) 
(1830;2330) 
(772;1136) 
(4236;662) 
(4213;997) 
(3547;901) 
(813;550) 
(1071;652) 
(3753;901) 
(3561;664) 
(1995;2681) 
(1051;716) 
(4342;1090) 
(3857;976) 
(2222;1948) 
(2461;2553) 
(3935;715) 
(4126;1037) 
(3896;940) 
(1044;521) 
(1022;827) 
(3568;947) 
(2565;2178) 
(3924;728) 
(535;862) 
(4050;741) 
(2859;2118) 
(2274;2791) 
(440;762) 
(2810;2558) 
(2210;2547) 
(2496;1936) 
(2912;2655) 
(2273;2383) 
(3973;573) 
(3845;1118) 
(795;823) 
(2868;2758) 
(3965;842) 
(2599;2632) 
(1052;971) 
(2496;2920) 
(878;738) 
(3933;754) 
(2843;2699) 
(759;684) 
(614;946) 
(503;581) 
(2257;2398) 
(4255;1052) 
(2941;2475) 
(3745;1062) 
(2511;2135) 
(784;1155) 
(4145;663) 
(2332;2148) 
(2707;2020) 
(2020;2041) 
(662;1062) 
(3978;1262) 
(735;1024) 
(826;969) 
(3556;784) 
(2499;2262) 
(2713;2189) 
(4374;1049) 
(597;636) 
(4299;934) 
(4202;1141) 
(2246;2820) 
(2555;2240) 
(479;994) 
(1996;2307) 
(2320;2800) 
(4297;1184) 
(931;898) 
(2675;1903) 
(825;911) 
(2835;2650) 
(686;720) 
(2397;1996) 
(2536;2003) 
(708;599) 
(4370;819) 
(3642;936) 
(1051;599) 
(2272;2502) 
(968;863) 
(1024;508) 
(4294;843) 
(468;655) 
(1915;2600) 
(2551;2854) 
(2717;2637) 
(4034;971) 
(3655;1074) 
(2908;2382) 
(2296;2470) 
(1947;2387) 
(708;758) 
(521;967) 
(550;494) 
(4040;597) 
(4078;879) 
(558;1110) 
(4314;772) 
(636;990) 
(4319;1108) 
(2560;2883) 
(4062;1159) 
(703;1055) 
(3645;798) 
(2222;1887) 
(526;970) 
(3555;986) 
(2185;2322) 
(1885;2305) 
(884;592) 
(2037;2140) 
(2825;2256) 
(2378;2924) 
(2569;2491) 
(2490;2688) 
(4098;567) 
(4395;884) 
(2298;2239) 
(807;928) 
(2402;2771) 
(4409;693) 
(4055;1156) 
(674;638) 
(3914;827) 
(614;1071) 
(2545;2748) 
(558;951) 
(2756;2835) 
(2503;2696) 
(737;1169) 
(861;974) 
(2873;2413) 
(726;676) 
(3812;761) 
(4352;814) 
(2149;2609) 
(661;442) 
(529;894) 
(3934;1088) 
(4427;1050) 
(2410;2103) 
(4371;837) 
(1967;2419) 
(1143;815) 
(2707;2505) 
(2724;2262) 
(2939;2406) 
(1148;742) 
(2266;2802) 
(2496;2116) 
(4434;756) 
(2574;1983) 
(2840;2745) 
(2044;1943) 
(2118;1955) 
(2096;2293) 
(1112;873) 
(2511;2840) 
(930;817) 
(761;956) 
(4222;650) 
(3925;632) 
(1949;2646) 
(1978;2082) 
(3921;1115) 
(2123;2529) 
(829;1165) 
(3712;1178) 
(2519;2473) 
(3722;659) 
(3845;519) 
(2330;2913) 
(552;1093) 
(2857;2416) 
(2165;2486) 
(763;646) 
(2048;2319) 
(4002;603) 
(2436;2313) 
(1893;2284) 
(2791;2243) 
(3930;906) 
(996;1137) 
(1962;2512) 
(862;1100) 
(1045;627) 
(3869;1211) 
(4329;885) 
(990;824) 
(4443;980) 
(2886;2206) 
(2340;2946) 
(2153;2640) 
(4264;753) 
(4375;689) 
(412;811) 
(4419;771) 
(2472;2127) 
(2885;2693) 
(4289;1086) 
(2130;2298) 
(4042;693) 
(659;837) 
(4278;645) 
(4291;914) 
(1021;602) 
(4437;730) 
(3805;540) 
(752;853) 
(3775;625) 
(2676;2314) 
(2624;2481) 
(1903;2192) 
(2423;2095) 
(777;678) 
(2161;2278) 
(2104;2482) 
(818;1124) 
(2856;2352) 
(2760;2008) 
(563;915) 
(2206;2756) 
(2612;2437) 
(4276;663) 
(4270;723) 
(2322;2750) 
(4181;1244) 
(2810;2602) 
(591;1135) 
(3698;803) 
(4085;548) 
(2142;2425) 
(583;1019) 
(688;814) 
(4198;1135) 
(2819;1981) 
(2378;2307) 
(4158;1228) 
(4094;977) 
(1812;2368) 
(3829;648) 
(2889;2252) 
(1991;2090) 
(1049;1109) 
(2408;1983) 
(2530;2653) 
(2912;2528) 
(3567;876) 
(640;1035) 
(2835;2022) 
(1050;686) 
(2463;2751) 
(493;884) 
(596;962) 
(2328;2780) 
(2262;1853) 
(2191;2764) 
(1040;1068) 
(3842;748) 
(2640;2666) 
(4359;995) 
(3754;1106) 
(4417;644) 
(2117;2475) 
(3925;535) 
(1086;956) 
(3749;1158) 
(702;918) 
(2145;2096) 
(2701;2589) 
(1915;2672) 
(482;622) 
(4184;821) 
(650;711) 
(3979;825) 
(4040;1279) 
(2174;2937) 
(817;1056) 
(883;560) 
(3599;934) 
(2162;2893) 
(4065;678) 
(3630;947) 
(1837;2455) 
(1808;2377) 
(2222;1974) 
(3932;1224) 
(3870;585) 
(2399;2059) 
(3833;1123) 
(869;1068) 
(570;501) 
(3612;538) 
(2507;2602) 
(668;1128) 
(2450;2042) 
(3627;657) 
(898;892) 
(2560;2125) 
(4260;808) 
(2707;2294) 
(4149;569) 
(4186;1074) 
(2473;2259) 
(3616;996) 
(3772;589) 
(618;542) 
(2211;2215) 
(2985;2500) 
(1134;912) 
(425;688) 
(4023;802) 
(4423;959) 
(4101;1118) 
(998;680) 
(806;665) 
(2617;2825) 
(692;664) 
(4239;669) 
(3609;610) 
(1074;627) 
(3683;580) 
(1008;830) 
(1131;734) 
(4401;1074) 
(968;1017) 
(4098;1070) 
(470;864) 
(3530;819) 
(553;616) 
(925;458) 
(895;787) 
(776;537) 
(2463;2923) 
(4235;918) 
(2403;2605) 
(2686;2165) 
(2517;2487) 
(2070;2577) 
(912;669) 
(966;1030) 
(694;442) 
(2713;2688) 
(2305;2652) 
(2502;2846) 
(1932;2422) 
(2333;2242) 
(2790;2005) 
(2699;2607) 
(940;1016) 
(523;564) 
(2398;2824) 
(2363;2015) 
(880;1076) 
(730;590) 
(4203;1017) 
(1954;2764) 
(729;1075) 
(4215;524) 
(1095;716) 
(958;1096) 
(3732;969) 
(3698;540) 
(2337;2026) 
(816;1091) 
(2606;2455) 
(2937;2566) 
(645;672) 
(2400;2973) 
(2157;2407) 
(3771;712) 
(1941;2236) 
(2406;2941) 
(3925;1224) 
(4343;1154) 
(3533;761) 
(2143;2123) 
(3834;668) 
(4284;705) 
(1033;856) 
(3908;1033) 
(1860;2345) 
(4364;842) 
(4342;1072) 
(893;497) 
(2028;2624) 
(597;760) 
(3878;571) 
(2554;2398) 
(736;916) 
(4035;1256) 
(2572;1853) 
(2344;2190) 
(1185;731) 
(845;1159) 
(2296;2368) 
(549;797) 
(532;769) 
(962;596) 
(2445;2262) 
(3595;844) 
(1968;2508) 
(2712;2476) 
(549;569) 
(919;1084) 
(4176;720) 
(4114;609) 
(678;496) 
(1173;675) 
(975;579) 
(978;855) 
(4096;988) 
(3744;813) 
(2947;2530) 
(4406;925) 
(4123;1103) 
(623;608) 
(3985;1024) 
(743;515) 
(3733;1131) 
(3646;767) 
(3669;852) 
(2357;1859) 
(614;1023) 
(4426;779) 
(3976;542) 
(2586;2869) 
(2917;2096) 
(1135;1016) 
(4231;790) 
(2186;1896) 
(2406;2848) 
(4055;981) 
(2832;2438) 
(2860;2629) 
(2159;2616) 
(820;1146) 
(2786;1946) 
(4103;1263) 
(4130;1034) 
(2269;1945) 
(3619;720) 
(978;1109) 
(510;893) 
(658;918) 
(2224;2521) 
(678;789) 
(1109;910) 
(3821;1228) 
(865;589) 
(3609;735) 
(2113;1887) 
(3652;764) 
(1955;2522) 
(3712;721) 
(999;1118) 
(3870;597) 
(3671;1084) 
(2611;2381) 
(858;1093) 
(2235;2954) 
(798;1025) 
(3913;1255) 
(4348;833) 
(815;964) 
(3687;546) 
(3652;988) 
(2790;2523) 
(1932;2124) 
(1833;2402) 
(830;925) 
(2425;2169) 
(694;879) 
(1090;556) 
(589;1049) 
(2346;2485) 
(2057;2787) 
(2130;1908) 
(1108;879) 
(2692;2534) 
(3830;545) 
(2068;2147) 
(3963;772) 
(3943;591) 
(927;887) 
(1122;845) 
(2779;2730) 
(2449;2892) 
(3626;564) 
(996;912) 
(932;583) 
(679;1021) 
(930;925) 
(1805;2389) 
(4465;965) 
(2157;2470) 
(4063;547) 
(2543;1979) 
(2302;2960) 
(2177;2857) 
(3687;1145) 
(1155;722) 
(738;628) 
(2474;2729) 
(2287;1986) 
(960;661) 
(4279;509) 
(2762;2485) 
(3614;528) 
(2370;2439) 
(791;849) 
(2016;2472) 
(2979;2331) 
(2115;2836) 
(2417;1967) 
(2777;2751) 
(2584;2508) 
(3655;839) 
(4096;1095) 
(3900;639) 
(491;678) 
(1961;2154) 
(4357;1122) 
(4098;564) 
(1066;628) 
(2903;2458) 
(4458;814) 
(2450;2457) 
(1053;944) 
(4200;784) 
(3730;692) 
(3708;521) 
(4182;790) 
(1882;2353) 
(658;596) 
(1029;969) 
(759;995) 
(3665;912) 
(4225;1110) 
(974;901) 
(4237;881) 
(4035;1029) 
(1059;937) 
(2437;1869) 
(3785;1128) 
(557;1081) 
(788;501) 
(3684;964) 
(1960;2643) 
(715;774) 
(2638;2644) 
(708;1016) 
(4429;983) 
(2554;2616) 
(2783;2326) 
(2197;2443) 
(1042;510) 
(2441;2525) 
(2710;2416) 
(1105;832) 
(3868;597) 
(886;788) 
(2837;2163) 
(839;1169) 
(2159;2159) 
(3952;618) 
(4094;704) 
(2357;2971) 
(2580;2452) 
(873;926) 
(4141;958) 
(4114;1229) 
(2399;2971) 
(2288;2108) 
(2041;2837) 
(728;436) 
(1987;2716) 
(2475;2020) 
(2362;2171) 
(2656;2430) 
(2485;2595) 
(3759;854) 
(3810;686) 
(4155;1043) 
(2772;2706) 
(3743;1152) 
(4199;887) 
(486;994) 
(726;735) 
(1033;871) 
(2969;2477) 
(2431;2452) 
(1946;2516) 
(2593;2123) 
(2698;2317) 
(2585;2288) 
(2387;2684) 
(3645;529) 
(2211;2030) 
(4079;645) 
(2980;2421) 
(4119;767) 
(2652;2605) 
(2352;2971) 
(2787;2379) 
(2682;2311) 
(2304;1888) 
(1137;954) 
(454;688) 
(918;634) 
(2496;1923) 
(553;1075) 
(3640;573) 
(1971;2427) 
(852;1024) 
(3964;1029) 
(4406;826) 
(4060;747) 
(2849;2591) 
(2482;2332) 
(620;795) 
(4152;980) 
(3768;538) 
(3873;832) 
(4281;1076) 
(2190;2217) 
(671;699) 
(2568;2435) 
(2311;2612) 
(2667;2745) 
(3780;626) 
(2285;1981) 
(4198;1094) 
(4091;591) 
(3946;934) 
(2896;2542) 
(1878;2608) 
(915;530) 
(997;458) 
(590;766) 
(4317;1163) 
(577;933) 
(4447;788) 
(2339;1835) 
(2260;2766) 
(4142;994) 
(603;592) 
(3773;1001) 
(4227;1223) 
(2828;2012) 
(643;852) 
(861;614) 
(2499;2128) 
(737;808) 
(496;725) 
(3589;864) 
(2218;2390) 
(3890;671) 
(4015;680) 
(4006;1064) 
(2528;2520) 
(4131;1263) 
(2789;2502) 
(4219;1234) 
(698;930) 
(676;705) 
(1900;2624) 
(565;649) 
(4182;1192) 
(2676;2342) 
(2693;2346) 
(3888;870) 
(4246;956) 
(1940;2551) 
(732;583) 
(3566;974) 
(2621;2867) 
(4305;793) 
(857;907) 
(2307;2658) 
(4470;897) 
(3696;808) 
(2787;2251) 
(1111;648) 
(2884;2657) 
(483;711) 
(3583;1017) 
(2488;2487) 
(593;694) 
(4446;976) 
(2603;2697) 
(648;1000) 
(649;1167) 
(2923;2499) 
(2745;2013) 
(782;554) 
(2144;2618) 
(2269;2162) 
(673;927) 
(3642;1075) 
(2235;2147) 
(951;601) 
(919;960) 
(2548;2090) 
(3544;846) 
(2330;2144) 
(2429;2153) 
(876;1184) 
(732;817) 
(1141;860) 
(2155;2728) 
(3643;1138) 
(2085;2219) 
(2161;2582) 
(4300;998) 
(746;1155) 
(4203;553) 
(3840;573) 
(500;569) 
(4448;852) 
(1911;2528) 
(2207;1960) 
(3921;895) 
(4072;1286) 
(1989;2171) 
(4113;547) 
(2725;2572) 
(3837;1216) 
(2632;1921) 
(4097;1262) 
(1022;487) 
(918;789) 
(3907;746) 
(692;742) 
(2694;1889) 
(2807;2766) 
(1089;674) 
(652;823) 
(4013;1082) 
(2171;2194) 
(2489;2636) 
(2601;2410) 
(1007;1064) 
(4474;714) 
(4139;1012) 
(1868;2314) 
(844;647) 
(566;609) 
(2769;1945) 
(3573;756) 
(4378;567) 
(2175;2778) 
(785;761) 
(2192;2348) 
(2063;2760) 
(2282;2019) 
(2230;2032) 
(4171;1088) 
(4174;950) 
(1950;2134) 
(784;1175) 
(2008;1959) 
(2072;2020) 
(2285;2475) 
(2797;2260) 
(2329;2228) 
(4435;860) 
(4063;875) 
(866;896) 
(2414;2025) 
(834;775) 
(1059;1056) 
(776;1086) 
(4066;1121) 
(2536;2105) 
(936;502) 
(2250;2372) 
(1005;590) 
(797;894) 
(781;489) 
(715;1134) 
(721;577) 
(2270;2305) 
(2141;2864) 
(2903;2674) 
(2265;2828) 
(1908;2557) 
(2909;2595) 
(3523;721) 
(527;1051) 
(2029;2242) 
(4006;1002) 
(2359;2724) 
(2679;2130) 
(4286;891) 
(1080;629) 
(2762;2731) 
(3828;999) 
(1014;669) 
(4475;755) 
(2917;2273) 
(4312;992) 
(1964;2177) 
(2556;2106) 
(4132;1164) 
(742;679) 
(2070;2625) 
(777;465) 
(4394;798) 
(571;604) 
(3693;572) 
(2541;2679) 
(2469;2184) 
(2192;2751) 
(4168;643) 
(2161;2244) 
(850;1192) 
(4171;764) 
(4288;887) 
(963;1094) 
(4321;1058) 
(4088;1122) 
(2441;1897) 
(595;498) 
(1975;2098) 
(2810;2093) 
(3771;728) 
(2795;2729) 
(2817;2274) 
(711;904) 
(797;802) 
(3575;751) 
(4290;1035) 
(2932;2358) 
(2247;1912) 
(2957;2500) 
(2458;2850) 
(3904;685) 
(3776;998) 
(2926;2355) 
(4153;1252) 
(2354;2961) 
(1029;569) 
(2931;2472) 
(4431;1041) 
(2502;2729) 
(1005;830) 
(4291;907) 
(4322;1107) 
(2569;2462) 
(772;973) 
(934;611) 
(2060;1972) 
(670;788) 
(1064;714) 
(689;690) 
(2342;2871) 
(3689;1037) 
(2583;2424) 
(2633;2757) 
(2212;1850) 
(2424;2343) 
(2733;1973) 
(2539;2646) 
(947;1054) 
(2751;2322) 
(721;819) 
(805;795) 
(3734;538) 
(3833;716) 
(2215;2540) 
(2779;2460) 
(2643;2230) 
(4183;789) 
(2424;2200) 
(541;1092) 
(4199;1055) 
(2194;2017) 
(770;551) 
(2064;2477) 
(4153;839) 
(3800;601) 
(2211;2911) 
(4034;523) 
(1851;2534) 
(2589;1883) 
(2182;2843) 
(2339;2147) 
(4031;833) 
(2950;2550) 
(3856;1031) 
(554;844) 
(2677;2137) 
(4416;639) 
(1863;2487) 
(2472;2289) 
(2605;2602) 
(3804;1070) 
(3556;949) 
(2923;2596) 
(2911;2639) 
(2077;2904) 
(654;511) 
(2603;2797) 
(4087;1100) 
(741;561) 
(3906;1104) 
(2745;2072) 
(969;1118) 
(4083;978) 
(4329;1135) 
(2297;2819) 
(3767;1088) 
(2321;2875) 
(3674;996) 
(2033;2582) 
(4362;934) 
(539;623) 
(2450;2080) 
(841;1022) 
(4152;703) 
(4147;594) 
(2705;2799) 
(2257;2335) 
(3700;835) 
(2698;2880) 
(962;621) 
(2307;2352) 
(2444;2255) 
(3843;725) 
(2731;2832) 
(2110;1986) 
(805;425) 
(4119;625) 
(2594;2662) 
(3987;974) 
(2116;2561) 
(868;1126) 
(2460;2601) 
(4027;814) 
(3602;1048) 
(491;814) 
(677;565) 
(4201;865) 
(3829;795) 
(4009;684) 
(2668;2933) 
(4367;1043) 
(2013;2131) 
(2163;2910) 
(2808;2430) 
(1914;2589) 
(2678;1929) 
(690;856) 
(460;692) 
(3608;978) 
(3684;997) 
(501;561) 
(2225;2377) 
(1910;2307) 
(2351;2653) 
(1923;2610) 
(2403;2374) 
(2836;2137) 
(2751;2811) 
(514;595) 
(2145;1897) 
(808;788) 
(4278;976) 
(1007;806) 
(2626;2907) 
(2760;2081) 
(2312;2863) 
(807;921) 
(2373;2965) 
(2023;1947) 
(884;1091) 
(3757;536) 
(2185;2723) 
(2412;2053) 
(4068;749) 
(3587;1008) 
(3821;984) 
(2459;1968) 
(898;605) 
(978;860) 
(602;1054) 
(2052;2282) 
(2196;2745) 
(2058;2466) 
(3697;796) 
(2820;2003) 
(769;423) 
(2837;2197) 
(2223;2841) 
(2238;2180) 
(2297;2734) 
(2851;2565) 
(3938;525) 
(3941;825) 
(652;974) 
(1959;2515) 
(484;900) 
(1181;800) 
(1983;2229) 
(548;902) 
(4087;1063) 
(4424;563) 
(635;912) 
(3973;698) 
(714;1111) 
(1135;947) 
(4185;607) 
(4317;713) 
(4399;603) 
(4464;952) 
(1129;919) 
(544;724) 
(2423;2160) 
(4235;530) 
(3644;721) 
(3827;789) 
(4028;992) 
(1952;2350) 
(1096;1001) 
(2751;2591) 
(4484;680) 
(4236;1079) 
(2491;1978) 
(2109;2376) 
(3918;1051) 
(907;979) 
(3716;550) 
(704;446) 
(4099;686) 
(738;1040) 
(3518;861) 
(4331;878) 
(2849;2153) 
(2314;2270) 
(4286;883) 
(4463;643) 
(2833;2460) 
(2063;2273) 
(4056;809) 
(4073;762) 
(1055;1102) 
(2177;2847) 
(2376;2272) 
(2152;2252) 
(1118;944) 
(3861;849) 
(2954;2461) 
(4079;596) 
(603;813) 
(4052;573) 
(2506;2692) 
(4163;812) 
(938;586) 
(3727;759) 
(579;1041) 
(3782;887) 
(973;1019) 
(1036;693) 
(2290;1877) 
(2230;2591) 
(3926;1005) 
(2557;2808) 
(2725;2570) 
(3987;669) 
(766;1088) 
(2948;2168) 
(745;667) 
(3828;1067) 
(2492;2487) 
(4181;661) 
(468;881) 
(4463;834) 
(1042;911) 
(3957;893) 
(2124;2284) 
(587;500) 
(3942;907) 
(599;661) 
(2674;2781) 
(683;770) 
(3605;601) 
(3814;1133) 
(2037;2675) 
(1031;809) 
(2432;1951) 
(2480;2506) 
(952;700) 
(1942;2638) 
(833;979) 
(3978;1220) 
(2123;2732) 
(4423;1039) 
(2373;1889) 
(2269;2028) 
(4399;906) 
(2593;2802) 
(2621;2923) 
(2410;2798) 
(4297;520) 
(2498;2412) 
(3838;1132) 
(992;1085) 
(2424;2442) 
(4418;531) 
(647;756) 
(2606;2088) 
(2523;1991) 
(4347;811) 
(4108;606) 
(3802;868) 
(4260;914) 
(536;1052) 
(4059;534) 
(4086;892) 
(4105;1237) 
(1161;633) 
(4323;617) 
(2310;2209) 
(514;864) 
(2598;2258) 
(3843;775) 
(4161;1108) 
(2144;2775) 
(4325;853) 
(4062;982) 
(2617;1934) 
(3701;808) 
(2586;2584) 
(1110;573) 
(1148;793) 
(1140;771) 
(784;594) 
(2209;2361) 
(951;546) 
(4060;964) 
(4363;751) 
(2799;2162) 
(4047;539) 
(2328;2148) 
(4421;815) 
(2554;2557) 
(3540;956) 
(2693;2168) 
(3655;937) 
(2386;1837) 
(3825;1260) 
(3799;1106) 
(3859;954) 
(3564;646) 
(2778;2620) 
(2512;2528) 
(3833;729) 
(1980;2178) 
(2432;1961) 
(838;429) 
(3951;1005) 
(4333;660) 
(4126;1027) 
(595;588) 
(1082;989) 
(593;702) 
(4366;644) 
(3598;747) 
(1908;2247) 
(2857;2676) 
(4217;526) 
(2075;2901) 
(2150;2745) 
(2815;2251) 
(4323;716) 
(3998;1240) 
(2718;2827) 
(2742;2809) 
(2469;2449) 
(2083;2392) 
(2894;2613) 
(1912;2234) 
(2508;1879) 
(2334;2812) 
(2363;2989) 
(4015;910) 
(2348;2445) 
(645;784) 
(2709;1979) 
(868;688) 
(1006;598) 
(2359;2635) 
(583;736) 
(731;785) 
(975;933) 
(2294;2485) 
(1910;2226) 
(2082;2901) 
(4224;653) 
(4336;874) 
(2518;2619) 
(2343;2600) 
(2876;2155) 
(2200;2778) 
(4049;910) 
(1906;2300) 
(2484;2289) 
(2154;1965) 
(2540;2418) 
(2385;2864) 
(2700;2560) 
(2337;1897) 
(550;985) 
(2569;2798) 
(4436;931) 
(2407;1965) 
(2600;1895) 
(756;814) 
(4093;1170) 
(935;736) 
(2598;2142) 
(706;787) 
(930;483) 
(689;1083) 
(867;1169) 
(2533;2575) 
(2630;2543) 
(4299;707) 
(4212;1041) 
(1960;2712) 
(2414;2433) 
(2904;2721) 
(2776;2691) 
(4108;949) 
(4285;1036) 
(4099;769) 
(3679;999) 
(754;959) 
(631;876) 
(630;1117) 
(812;409) 
(621;1047) 
(746;487) 
(3912;910) 
(3717;672) 
(1995;2775) 
(3855;1064) 
(2154;2287) 
(976;1005) 
(4261;1078) 
(3967;1022) 
(2049;2688) 
(2190;2344) 
(961;546) 
(4131;800) 
(2507;2792) 
(2315;1904) 
(2541;2836) 
(606;1093) 
(1057;882) 
(2080;2371) 
(1030;1007) 
(2408;1858) 
(969;869) 
(4432;670) 
(2313;2626) 
(993;791) 
(2201;2440) 
(750;439) 
(2005;2690) 
(1914;2514) 
(2530;2421) 
(4048;888) 
(3862;984) 
(951;551) 
(3857;715) 
(2596;2878) 
(2842;2639) 
(887;1138) 
(2243;2433) 
(796;951) 
(4218;1105) 
(3701;920) 
(2397;2637) 
(2427;2091) 
(2378;2659) 
(1061;728) 
(2427;2050) 
(2782;2740) 
(2365;2262) 
(3688;720) 
(2943;2209) 
(3898;1118) 
(4194;742) 
(4492;788) 
(2946;2284) 
(1969;2118) 
(2108;2836) 
(4042;1084) 
(3853;806) 
(734;746) 
(779;666) 
(2431;2617) 
(2245;2035) 
(2813;2004) 
(2203;2546) 
(890;687) 
(3935;903) 
(3672;890) 
(2571;2158) 
(2787;2724) 
(2058;2545) 
(4361;747) 
(4487;845) 
(4078;970) 
(2446;2092) 
(3552;970) 
(2312;1873) 
(4025;1220) 
(743;985) 
(3946;834) 
(888;665) 
(2202;1870) 
(3804;665) 
(3980;1204) 
(735;684) 
(1032;1083) 
(2228;2630) 
